title,year,rating,votes
The Legend of Tarzan,2016,6.2,196408
The Light Between Oceans,2016,7.2,62567
The Lost City of Z,2016,6.6,104945
The Magnificent Seven,2016,6.9,242683
The Mountain II,2016,8.2,112384
The Neon Demon,2016,6.1,109946
The Nice Guys,2016,7.4,407335
The Promise,2016,6.1,180163
The Purge: Election Year,2016,6,117942
The Red Turtle,2016,7.5,41466
The Salesman,2016,7.7,68222
The Secret Life of Pets,2016,6.5,232883
The Shallows,2016,6.3,152347
The Siege of Jadotville,2016,7.2,47600
The Take,2016,6.3,54605
The Void,2016,5.9,46603
The Wailing,2016,7.4,96323
The Whole Truth,2016,6.2,36397
Theri,2016,7.4,26015
Toni Erdmann,2016,7.3,54604
Train to Busan,2016,7.6,299527
Triple 9,2016,6.3,80974
Trolls,2016,6.4,99318
True Memoirs of an International Assassin,2016,5.9,25640
Two Is a Family,2016,7.3,30039
Udta Punjab,2016,7.7,33845
Under the Shadow,2016,6.8,32228
Underworld: Blood Wars,2016,5.8,85389
War Dogs,2016,7.1,291133
Warcraft,2016,6.7,292939
Whiskey Tango Foxtrot,2016,6.6,58760
Why Him?,2016,6.2,134063
X-Men: Apocalypse,2016,6.8,488031
Your Name.,2016,8.4,381301
Zoolander 2,2016,4.7,80793
Zootopia,2016,8,615876
1922,2017,6.2,77519
2:22,2017,5.7,27359
47 Meters Down,2017,5.6,64728
6 Days,2017,6.2,26588
A Bad Moms Christmas,2017,5.6,62026
A Dog's Purpose,2017,7.3,85423
A Fantastic Woman,2017,7.2,28369
A Ghost Story,2017,6.8,85667
A Prayer Before Dawn,2017,6.8,27964
A Taxi Driver,2017,7.9,37088
Aftermath,2017,5.7,28226
Alien: Covenant,2017,6.4,340938
All Eyez on Me,2017,5.9,26024
All the Money in the World,2017,6.8,95787
American Assassin,2017,6.2,99388
American Made,2017,7.1,230033
Annabelle: Creation,2017,6.5,167755
Arjun Reddy,2017,7.9,29905
Atomic Blonde,2017,6.7,218351
Ayla: The Daughter of War,2017,8.2,47546
Baahubali 2: The Conclusion,2017,8.2,131604
Baby Driver,2017,7.5,673475
Bad Genius,2017,7.6,25244
Battle of the Sexes,2017,6.7,63115
Baywatch,2017,5.5,216329
Beauty and the Beast,2017,7.1,355231
Before I Fall,2017,6.4,59943
Berlin Syndrome,2017,6.3,29009
Between Family,2017,7.6,28365
Blade Runner 2049,2017,8,740757
Borg vs. McEnroe,2017,6.9,36044
Brawl in Cell Block 99,2017,7.1,82238
Breathe,2017,7.2,26335
Bright,2017,6.3,208616
Call Me by Your Name,2017,7.8,352512
Captain Underpants: The First Epic Movie,2017,6.2,36018
Cargo,2017,6.3,51802
Cars 3,2017,6.7,146124
CHIPS,2017,6,53749
Coco,2017,8.4,690668
Creep 2,2017,6.4,38934
Crimea,2017,3.4,33738
Crooked House,2017,6.3,30142
Cult of Chucky,2017,5.3,33572
Cumali Ceber,2017,1,39929
Daddy's Home 2,2017,6,91626
Darkest Hour,2017,7.4,240364
Death Note,2017,4.5,95116
Despicable Me 3,2017,6.3,176982
Detroit,2017,7.3,58569
Disobedience,2017,6.6,39609
Downsizing,2017,5.8,136422
Dunkirk,2017,7.8,796400
"Everything, Everything",2017,6.3,44304
Ferdinand,2017,6.7,70027
Fifty Shades Darker,2017,4.6,119935
First Reformed,2017,7.1,66770
Fist Fight,2017,5.6,48376
Flatliners,2017,5.2,53642
Forgotten,2017,7.4,59142
Geostorm,2017,5.4,131136
Gerald's Game,2017,6.5,140519
Get Out,2017,7.8,798644
Ghost in the Shell,2017,6.3,237958
Ghost Stories,2017,6.4,39674
Gifted,2017,7.6,156734
Girls Trip,2017,6.2,42520
God's Own Country,2017,7.6,40000
Going in Style,2017,6.6,97950
Good Time,2017,7.3,152350
Goodbye Christopher Robin,2017,7.1,31430
Guardians of the Galaxy Vol. 2,2017,7.6,817922
Happy Death Day,2017,6.6,182956
Hindi Medium,2017,7.9,35461
Home Again,2017,5.8,36795
Hostiles,2017,7.2,105815
Hot Summer Nights,2017,6.4,26680
I Don't Feel at Home in This World Anymore,2017,6.9,67143
I Kill Giants,2017,6.1,33852
"I, Tonya",2017,7.5,258507
iBoy,2017,5.9,25231
Icarus,2017,7.9,57593
In the Fade,2017,7.1,37472
Ingrid Goes West,2017,6.6,51105
It,2017,7.3,682598
It Comes at Night,2017,6.1,110042
Jeepers Creepers III,2017,3.9,26491
Jigsaw,2017,5.7,101415
Jim & Andy: The Great Beyond,2017,7.6,28865
John Wick: Chapter 2,2017,7.4,561572
Jolly LLB 2,2017,7.2,30527
Jumanji: Welcome to the Jungle,2017,6.9,494619
Jungle,2017,6.7,69656
Justice League,2017,6,501236
Kaabil,2017,7.2,32919
Kidnap,2017,5.9,40831
King Arthur: Legend of the Sword,2017,6.7,245177
Kingsman: The Golden Circle,2017,6.7,396894
Kong: Skull Island,2017,6.7,370494
Lady Bird,2017,7.4,359433
Last Flag Flying,2017,6.9,30251
Leatherface,2017,5,30878
Life,2017,6.6,274295
Logan,2017,8.1,914429
Logan Lucky,2017,7,175267
Loveless,2017,7.6,37257
Loving Vincent,2017,7.8,67561
Lucky,2017,7.3,28117
Marrowbone,2017,6.7,48635
Marshall,2017,7.3,28528
Mayhem,2017,6.4,29022
Megan Leavey,2017,7.1,29968
Mersal,2017,7.5,41726
Molly's Game,2017,7.4,201271
Mom and Dad,2017,5.6,29456
Mother!,2017,6.6,265555
Mudbound,2017,7.4,57015
Murder on the Orient Express,2017,6.5,318275
My Friend Dahmer,2017,6.2,25366
Okja,2017,7.3,140504
On Body and Soul,2017,7.5,31259
One Cut of the Dead,2017,7.6,34621
Only the Brave,2017,7.6,89546
Paddington 2,2017,7.8,111861
Papillon,2017,7.2,94542
Phantom Thread,2017,7.4,159299
Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.5,379108
Pitch Perfect 3,2017,5.8,77483
Power Rangers,2017,5.9,118547
Professor Marston & the Wonder Women,2017,7,30156
Raees,2017,6.6,54401
Reis,2017,1,74498
Revenge,2017,6.4,63555
Rings,2017,4.5,45432
"Roman J. Israel, Esq.",2017,6.5,47492
Rough Night,2017,5.2,58407
Sand Castle,2017,6.3,30225
Secret Superstar,2017,7.7,31847
Seeking True Love,2017,7.5,28291
Shot Caller,2017,7.3,111709
Sleepless,2017,5.6,36238
Smurfs: The Lost Village,2017,6,27132
Snatched,2017,4.7,39078
Spider-Man: Homecoming,2017,7.4,784336
Star Wars: Episode VIII - The Last Jedi,2017,6.8,710878
Stronger,2017,6.9,53170
Suburbicon,2017,5.8,49534
Super Dark Times,2017,6.6,27124
T2 Trainspotting,2017,7.1,140217
Table 19,2017,5.8,32862
Terrified,2017,6.5,29361
The 12th Man,2017,7.3,31834
The Babysitter,2017,6.4,120192
The Bar,2017,6.3,30015
The Beguiled,2017,6.3,65659
The Big Sick,2017,7.5,149227
The Book of Henry,2017,6.6,30541
The Boss Baby,2017,6.3,155258
The Breadwinner,2017,7.7,30353
The Bye Bye Man,2017,4.3,27496
The Circle,2017,5.4,104764
The Current War,2017,6.5,33025
The Dark Tower,2017,5.6,154327
The Death of Stalin,2017,7.3,124748
The Disaster Artist,2017,7.3,170494
The Discovery,2017,6.2,39985
The Emoji Movie,2017,3.5,78333
The Endless,2017,6.5,55765
The Fate of the Furious,2017,6.6,271097
The Florida Project,2017,7.6,144708
The Foreigner,2017,7,131102
The Glass Castle,2017,7.1,40556
The Greatest Showman,2017,7.5,341637
The Hitman's Bodyguard,2017,6.9,260533
The House,2017,5.6,49891
The Killing of a Sacred Deer,2017,7,211357
The Lego Batman Movie,2017,7.3,189400
The Lego Ninjago Movie,2017,6.1,33554
The Little Hours,2017,5.8,28337
The Meyerowitz Stories,2017,6.9,56389
The Mountain Between Us,2017,6.4,87713
The Mummy,2017,5.4,219860
The Ottoman Lieutenant,2017,6.4,27099
The Post,2017,7.2,170630
The Ritual,2017,6.4,139498
The Shack,2017,6.3,42156
The Shape of Water,2017,7.3,470882
The Snowman,2017,5.2,76489
The Space Between Us,2017,6.4,58423
The Square,2017,7.1,82149
The Upside,2017,7.1,69104
The Wall,2017,6.2,34301
The Wife,2017,7.2,44831
The Zookeeper's Wife,2017,7,48891
Thelma,2017,6.9,39148
Thor: Ragnarok,2017,7.9,882220
Thoroughbreds,2017,6.6,48476
"Three Billboards Outside Ebbing, Missouri",2017,8.1,598593
Tiger Zinda Hai,2017,5.9,36372
Time Trap,2017,6.2,49281
To the Bone,2017,6.7,58490
Toilet: A Love Story,2017,7.2,25676
Transformers: The Last Knight,2017,5.2,183356
Unlocked,2017,6.3,40790
Valerian and the City of a Thousand Planets,2017,6.4,207776
Veronica,2017,6.2,52289
Victoria & Abdul,2017,6.8,39786
Vikram Vedha,2017,8.2,54893
War for the Planet of the Apes,2017,7.4,323512
War Machine,2017,6,52321
What Happened to Monday,2017,6.8,143207
What the Health,2017,7.2,31015
Wind River,2017,7.7,309386
Wish Upon,2017,5.1,25478
Wonder,2017,7.9,193938
Wonder Wheel,2017,6.2,32583
Wonder Woman,2017,7.3,730890
xXx: Return of Xander Cage,2017,5.2,101123
You Were Never Really Here,2017,6.7,134467
12 Strong,2018,6.5,99775
2,2018,6,30042
22 July,2018,6.8,40182
96,2018,8.5,43911
A Quiet Place,2018,7.5,648549
A Simple Favor,2018,6.7,188510
A Star Is Born,2018,7.6,444664
A Wrinkle in Time,2018,4.3,49582
Adrift,2018,6.6,65471
Alpha,2018,6.6,71125
American Animals,2018,7,52205
Andhadhun,2018,8.2,114314
Annihilation,2018,6.8,389270
Anon,2018,6.1,51409
Ant-Man and the Wasp,2018,7,487940
Apostle,2018,6.3,65123
Aquaman,2018,6.8,548416
Arctic,2018,6.8,62565
Arif V 216,2018,6.9,41252
At Eternity's Gate,2018,6.9,43596
Avengers: Infinity War,2018,8.4,1345878
Bad Samaritan,2018,6.4,27923
Bad Times at the El Royale,2018,7.1,176955
Badhaai Ho,2018,7.9,40441
Beautiful Boy,2018,7.4,123657
Beirut,2018,6.5,26685
Ben Is Back,2018,6.7,25368
Bird Box,2018,6.6,416972
Black Mirror: Bandersnatch,2018,7.1,142612
Black Panther,2018,7.3,898805
BlacKkKlansman,2018,7.5,310129
Blindspotting,2018,7.4,34071
Blockers,2018,6.2,91286
Bohemian Rhapsody,2018,7.9,637518
Book Club,2018,6.1,34705
Border,2018,7,37010
Boy Erased,2018,6.9,45930
Braven,2018,5.9,43893
Bumblebee,2018,6.7,205358
Burning,2018,7.4,84451
Calibre,2018,6.8,37491
Cam,2018,5.9,39324
Can You Ever Forgive Me?,2018,7.1,58378
Capernaum,2018,8.4,121889
Christopher Robin,2018,7.2,89981
Climax,2018,6.9,88538
Cold War,2018,7.5,64913
Colette,2018,6.7,27917
Crazy Rich Asians,2018,6.9,206480
Creed II,2018,7.1,167829
Deadpool 2,2018,7.6,734438
Death Wish,2018,6.3,82093
Den of Thieves,2018,7,151168
Destination Wedding,2018,6,36054
Destroyer,2018,6.2,33448
Dogman,2018,7.2,31421
"Don't Worry, He Won't Get Far on Foot",2018,6.8,32895
Dragged Across Concrete,2018,6.9,61205
Dragon Ball Super: Broly,2018,7.7,36098
Dumplin',2018,6.5,39689
Early Man,2018,6.1,25173
Eighth Grade,2018,7.3,86092
Enes Batur: Imagination or Reality?,2018,2,56672
Escape Plan 2: Hades,2018,3.9,37844
Every Day,2018,6.5,25404
Everybody Knows,2018,6.9,40053
Extinction,2018,5.8,61363
Fahrenheit 451,2018,5,25448
Fantastic Beasts: The Crimes of Grindelwald,2018,6.5,328541
Fifty Shades Freed,2018,4.6,81763
First Man,2018,7.3,214037
Freaks,2018,6.7,44361
Free Solo,2018,8.1,84397
Game Night,2018,6.9,274238
"Game Over, Man!",2018,5.5,35217
Goosebumps 2: Haunted Halloween,2018,5.6,26077
Green Book,2018,8.2,669188
Greta,2018,6.1,41519
Gringo,2018,6.1,33516
Halloween,2018,6.5,185038
Hereditary,2018,7.3,445497
High Life,2018,5.7,44807
Hold the Dark,2018,5.6,42680
Holmes & Watson,2018,3.9,41670
Hotel Artemis,2018,6.1,61836
Hotel Mumbai,2018,7.6,77628
Hotel Transylvania 3: Summer Vacation,2018,6.3,97416
How It Ends,2018,5.1,62747
Hunter Killer,2018,6.6,79847
I Feel Pretty,2018,5.7,59977
I Want to Eat Your Pancreas,2018,8.1,33939
If Beale Street Could Talk,2018,7.1,54756
Incident in a Ghostland,2018,6.4,45796
Incredibles 2,2018,7.5,364397
Insidious: The Last Key,2018,5.7,79006
Instant Family,2018,7.3,134107
Isle of Dogs,2018,7.8,207959
Johnny English Strikes Again,2018,6.2,89781
"Juliet, Naked",2018,6.6,26023
Jurassic World: Fallen Kingdom,2018,6.1,375551
K.G.F: Chapter 1,2018,8.2,109465
Leave No Trace,2018,7.1,69789
Life Itself,2018,6.9,26793
Life of the Party,2018,5.6,42217
"Love, Simon",2018,7.5,133086
Mamma Mia! Here We Go Again,2018,6.6,118788
Mandy,2018,6.5,97826
Mary Poppins Returns,2018,6.7,100060
Mary Queen of Scots,2018,6.3,59505
Maze Runner: The Death Cure,2018,6.3,187037
Mid90s,2018,7.4,86565
Midnight Sun,2018,6.6,39407
Mile 22,2018,6.1,92899
Mirage,2018,7.4,70302
Mission: Impossible - Fallout,2018,7.7,415155
Mortal Engines,2018,6.1,151360
Mortal World,2018,7.6,34304
Mowgli: Legend of the Jungle,2018,6.5,68826
Mute,2018,5.5,39384
Never Look Away,2018,7.7,27792
Night Hunter,2018,6,31222
Night School,2018,5.6,48806
Ocean's Eight,2018,6.3,258722
On the Basis of Sex,2018,7.1,41887
Operation Finale,2018,6.6,53141
Outlaw King,2018,6.9,87134
Overboard,2018,6,43792
Overlord,2018,6.6,114356
Pacific Rim: Uprising,2018,5.6,135620
Pad Man,2018,7.8,32300
Padmaavat,2018,7.1,40163
Parmanu: The Story of Pokhran,2018,7.6,26522
Peppermint,2018,6.5,75162
Peter Rabbit,2018,6.6,52121
Prospect,2018,6.3,39787
Raatchasan,2018,8.3,58759
Raazi,2018,7.7,36604
Race 3,2018,1.9,50088
Ralph Breaks the Internet,2018,7,202208
Rampage,2018,6.1,199169
Rangasthalam,2018,8.2,30620
Ready Player One,2018,7.4,534442
Red Sparrow,2018,6.6,215911
Replicas,2018,5.5,44758
Robin Hood,2018,5.4,85690
Roma,2018,7.6,177196
Sanju,2018,7.6,66768
Searching,2018,7.6,190454
Second Act,2018,5.8,32063
Set It Up,2018,6.5,74087
Shoplifters,2018,7.9,93952
Sicario: Day of the Soldado,2018,7.1,187682
Sierra Burgess Is a Loser,2018,5.7,42473
Skyscraper,2018,5.8,143837
Slender Man,2018,3.3,42441
Smallfoot,2018,6.6,45164
Solo: A Star Wars Story,2018,6.9,404572
Sonu Ke Titu Ki Sweety,2018,7.1,26944
Sorry to Bother You,2018,6.9,93297
Spider-Man: Into the Spider-Verse,2018,8.4,770609
Stan & Ollie,2018,7.2,41405
Stree,2018,7.5,47277
Summer of 84,2018,6.7,50865
Super Troopers 2,2018,6,29714
Suspiria,2018,6.7,103782
Tag,2018,6.5,159543
Tau,2018,5.8,36967
Terminal,2018,5.4,27046
The 15:17 to Paris,2018,5.3,36981
The Ballad of Buster Scruggs,2018,7.2,181715
The Christmas Chronicles,2018,7,93491
The Clovehitch Killer,2018,6.5,40182
The Cloverfield Paradox,2018,5.5,119760
The Commuter,2018,6.3,132887
The Darkest Minds,2018,5.7,39998
The Equalizer 2,2018,6.7,225049
The Favourite,2018,7.5,255309
The First Purge,2018,5.2,77450
The Girl in the Spider's Web,2018,6.1,55091
The Grinch,2018,6.4,112402
The Guernsey Literary and Potato Peel Pie Society,2018,7.3,57230
The Guilty,2018,7.5,68629
The Happytime Murders,2018,5.5,31960
The Hate U Give,2018,7.5,43175
The House That Jack Built,2018,6.8,104163
The House with a Clock in Its Walls,2018,6.1,59010
The Kissing Booth,2018,5.9,102076
The Meg,2018,5.7,225100
The Miseducation of Cameron Post,2018,6.6,27371
The Mule,2018,7,166805
The Night Comes for Us,2018,6.9,32307
The Nightingale,2018,7.3,40288
The Nun,2018,5.4,192477
The Nutcracker and the Four Realms,2018,5.6,40235
The Old Man & the Gun,2018,6.7,52283
The Open House,2018,3.3,39210
The Outsider,2018,6.3,31273
The Perfection,2018,6.2,53121
The Possession of Hannah Grace,2018,5.2,29007
The Predator,2018,5.3,160447
The Princess Switch,2018,6.1,34187
The Professor,2018,6.7,40679
The Sisters Brothers,2018,6.9,74896
The Spy Who Dumped Me,2018,6.1,86527
The Strangers: Prey at Night,2018,5.3,39636
The Titan,2018,4.8,34974
The Week Of,2018,5.2,26401
The Wild Pear Tree,2018,8,30346
They Shall Not Grow Old,2018,8.2,40441
Three Identical Strangers,2018,7.6,44663
To All the Boys I've Loved Before,2018,7,137497
Tomb Raider,2018,6.3,239318
Truth or Dare,2018,5.2,72939
Tully,2018,6.9,65868
Tumbbad,2018,8.2,72916
Under the Silver Lake,2018,6.5,58963
Unfriended: Dark Web,2018,6,42320
Unsane,2018,6.4,53173
Upgrade,2018,7.5,230379
Venom,2018,6.6,598037
Vice,2018,7.2,173106
Welcome to Marwen,2018,6.2,27393
When We First Met,2018,6.4,56649
White Boy Rick,2018,6.5,48078
Widows,2018,6.8,108364
Wildlife,2018,6.8,33159
Winchester,2018,5.5,39060
Won't You Be My Neighbor?,2018,8.3,27951
Zero,2018,5.2,33147
1917,2019,8.2,757231
21 Bridges,2019,6.7,80016
47 Meters Down: Uncaged,2019,5,33329
6 Underground,2019,6.1,209246
7500,2019,6.3,36100
A Beautiful Day in the Neighborhood,2019,7.2,93291
A Dog's Journey,2019,7.4,32287
A Hidden Life,2019,7.4,31589
A Rainy Day in New York,2019,6.4,57555
Abominable,2019,7,46274
Ad Astra,2019,6.5,277027
After,2019,5.3,74517
Aladdin,2019,6.9,311280
Alita: Battle Angel,2019,7.3,320456
Always Be My Maybe,2019,6.7,65985
Angel Has Fallen,2019,6.4,121202
Anna,2019,6.7,106037
Annabelle Comes Home,2019,5.9,99990
Apollo 11,2019,8.1,28387
Article 15,2019,8.1,41006
Asuran,2019,8.4,36847
Avengers: Endgame,2019,8.4,1417964
Bacurau,2019,7.3,33765
Bad Education,2019,7.1,45695
Badla,2019,7.7,34127
Between Two Ferns: The Movie,2019,6.1,38735
Bharat,2019,4.7,33589
Bigil,2019,6.7,26847
Black and Blue,2019,6.4,29256
Blinded by the Light,2019,6.9,28411
Bombshell,2019,6.8,134802
Booksmart,2019,7.1,138891
Brightburn,2019,6.1,119015
Captain Marvel,2019,6.7,650931
Captive State,2019,6,60211
Cats,2019,2.8,58719
Charlie's Angels,2019,5,84361
Chhichhore,2019,8.3,71331
Child's Play,2019,5.7,60043
Close,2019,5.7,28528
Code 8,2019,6.1,57338
Cold Pursuit,2019,6.2,83924
Color Out of Space,2019,6.1,63806
Countdown,2019,5.4,51981
Crawl,2019,6.1,101488
Dark Waters,2019,7.6,119577
Doctor Sleep,2019,7.3,241684
Dolemite Is My Name,2019,7.2,67684
Dora and the Lost City of Gold,2019,6.1,38775
Downton Abbey,2019,7.4,70267
Dumbo,2019,6.2,87639
El Camino,2019,7.3,333019
Eli,2019,5.8,44377
Escape Room,2019,6.4,157320
"Extremely Wicked, Shockingly Evil and Vile",2019,6.7,111484
Fast & Furious Presents: Hobbs & Shaw,2019,6.4,253983
Fighting with My Family,2019,7,92526
Five Feet Apart,2019,7.2,95030
Ford v Ferrari,2019,8.1,556957
Fractured,2019,6.5,110094
Frozen II,2019,6.8,215357
Fyre,2019,7.2,54325
Gemini Man,2019,5.7,129876
Glass,2019,6.6,300682
Godzilla: King of the Monsters,2019,6,225872
Good Boys,2019,6.7,88842
Gully Boy,2019,7.9,46667
Guns Akimbo,2019,6.3,76553
Happy Death Day 2U,2019,6.2,94631
Harriet,2019,6.7,35784
Haunt,2019,6.3,45095
Hellboy,2019,5.3,106564
Honey Boy,2019,7.2,42651
How to Train Your Dragon: The Hidden World,2019,7.4,174843
Hustlers,2019,6.3,112131
I Am Mother,2019,6.7,105172
I Lost My Body,2019,7.5,38418
I See You,2019,6.8,74584
In the Shadow of the Moon,2019,6.2,66375
In the Tall Grass,2019,5.5,72312
IO,2019,4.8,37661
Ip Man 4: The Finale,2019,7,40176
Isn't It Romantic,2019,5.9,76681
It: Chapter Two,2019,6.5,347246
Jay and Silent Bob Reboot,2019,5.6,30241
Jersey,2019,8.5,27574
Jexi,2019,6,33291
John Wick: Chapter 3 - Parabellum,2019,7.4,472536
Jojo Rabbit,2019,7.9,481339
Joker,2019,8.3,1665879
Judy,2019,6.8,57911
Jumanji: The Next Level,2019,6.6,314127
Just Mercy,2019,7.6,83483
Kabir Singh,2019,7,44835
Kaithi,2019,8.4,50753
Kesari,2019,7.4,25764
Klaus,2019,8.2,231411
Knives Out,2019,7.9,860241
Lady and the Tramp,2019,6.2,26280
Last Christmas,2019,6.5,105329
Late Night,2019,6.5,43302
Les Misérables,2019,7.6,30230
Let It Snow,2019,5.9,26866
Little Women,2019,7.8,279025
Long Shot,2019,6.8,127714
Ma,2019,5.6,69904
Maleficent: Mistress of Evil,2019,6.6,130506
Marighella,2019,7.1,56753
Marriage Story,2019,7.9,368220
Men in Black: International,2019,5.6,158733
Midsommar,2019,7.1,473668
Midway,2019,6.7,103870
Miracle in Cell No. 7,2019,8.2,61367
Missing Link,2019,6.7,30501
Mosul,2019,7.1,32715
Motherless Brooklyn,2019,6.8,65722
Murder Mystery,2019,6.1,187077
Noelle,2019,6.3,31096
Official Secrets,2019,7.3,59874
Once Upon a Time... in Hollywood,2019,7.6,945242
Pain and Glory,2019,7.5,66615
Parasite,2019,8.5,1133305
Pet Sematary,2019,5.7,104001
Pokémon: Detective Pikachu,2019,6.5,194580
Polar,2019,6.3,105769
Portrait of a Lady on Fire,2019,8,124727
Queen & Slim,2019,7.1,36776
Rambo: Last Blood,2019,6.1,118310
Ready or Not,2019,6.8,228359
Richard Jewell,2019,7.5,105388
Rim of the World,2019,5.3,26936
Rocketman,2019,7.3,207285
Saaho,2019,5.1,26387
Saint Maud,2019,6.6,54850
Scary Stories to Tell in the Dark,2019,6.2,91438
Secret Obsession,2019,4.5,26411
Serenity,2019,5.4,48817
Shaft,2019,6.4,61794
Shazam!,2019,7,409528
Someone Great,2019,6.2,27200
Sorry We Missed You,2019,7.6,27939
Sound of Metal,2019,7.7,182197
Spider-Man: Far from Home,2019,7.3,625315
Spies in Disguise,2019,6.8,61915
Star Wars: Episode IX - The Rise of Skywalker,2019,6.3,534171
Stuber,2019,6.2,54136
Super 30,2019,7.9,41610
Swallow,2019,6.5,31808
Synchronic,2019,6.2,45431
Tall Girl,2019,5.2,29327
Terminator: Dark Fate,2019,6.2,209997
The Addams Family,2019,5.9,48711
The Aeronauts,2019,6.6,39765
The Aftermath,2019,6.4,25629
The Angry Birds Movie 2,2019,6.4,41076
The Art of Racing in the Rain,2019,7.6,47194
The Art of Self-Defense,2019,6.6,43180
The Assistant,2019,6.3,29102
The Beach Bum,2019,5.5,26382
The Boy Who Harnessed the Wind,2019,7.6,50889
The Curse of La Llorona,2019,5.3,64976
The Dead Don't Die,2019,5.4,100877
The Dirt,2019,7,59801
The Farewell,2019,7.5,75143
"The Gangster, the Cop, the Devil",2019,7,31884
The Gentlemen,2019,7.8,449893
The Goldfinch,2019,6.4,29437
The Good Liar,2019,6.7,53860
The Great Hack,2019,7,25701
The Grudge,2019,4.4,32043
The Highwaymen,2019,6.9,112260
The Hustle,2019,5.5,71228
The Informer,2019,6.6,45708
The Irishman,2019,7.8,466242
The King,2019,7.3,173518
The Laundromat,2019,6.3,57447
The Legend of Tomiris,2019,6.3,43747
The Lego Movie 2: The Second Part,2019,6.5,83785
The Lighthouse,2019,7.4,296463
The Lion King,2019,6.8,289044
The Lodge,2019,6,63955
The Outpost,2019,6.8,47049
The Peanut Butter Falcon,2019,7.6,117971
The Perfect Date,2019,5.8,45947
The Platform,2019,7,318915
The Prodigy,2019,5.9,30830
The Professor and the Madman,2019,7.2,54480
The Red Sea Diving Resort,2019,6.6,34597
The Report,2019,7.2,55862
The Room,2019,6.1,26100
The Secret Life of Pets 2,2019,6.4,76909
The Silence,2019,5.4,55157
The Tashkent Files,2019,8.1,38705
The Two Popes,2019,7.6,145310
The Vast of Night,2019,6.7,49229
The Wandering Earth,2019,5.9,38971
Togo,2019,7.9,60945
Tolkien,2019,6.8,50779
Toy Story 4,2019,7.6,308592
Triple Frontier,2019,6.5,158987
Uncut Gems,2019,7.4,347466
Uri: The Surgical Strike,2019,8.2,80494
Us,2019,6.8,384718
Velvet Buzzsaw,2019,5.7,68559
Vivarium,2019,5.9,88193
War,2019,6.6,39480
Waves,2019,7.5,36990
Weathering with You,2019,7.5,67902
What Men Want,2019,5.4,34484
"Where'd You Go, Bernadette",2019,6.5,27358
X-Men: Dark Phoenix,2019,5.7,224826
Yesterday,2019,6.8,182742
Zombieland: Double Tap,2019,6.7,222159
#Alive,2020,6.3,53849
365 Days,2020,3.3,107058
A Quiet Place Part II,2020,7.2,316757
After We Collided,2020,5.1,43391
Ala Vaikunthapurramuloo,2020,7.3,26254
All the Bright Places,2020,6.6,43703
Alone,2020,6.2,35160
American Murder: The Family Next Door,2020,7.2,36942
Ammonite,2020,6.5,26152
An American Pickle,2020,5.7,28795
Another Round,2020,7.7,221987
Antebellum,2020,5.8,31570
Archive,2020,6.4,28949
Artemis Fowl,2020,4.3,31484
Ava,2020,5.5,67494
Bad Boys for Life,2020,6.5,194972
Becky,2020,6.1,29696
Bill & Ted Face the Music,2020,5.9,56171
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,6.1,279995
Bloodshot,2020,5.7,90327
Borat Subsequent Moviefilm,2020,6.6,163227
Boss Level,2020,6.8,88314
Chhapaak,2020,5.4,28099
Coolie No. 1,2020,4.2,74737
Cuties,2020,3.6,33214
Da 5 Bloods,2020,6.5,57116
Dara of Jasenovac,2020,8,82285
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,8.2,97419
Dil Bechara,2020,8.3,137225
Dolittle,2020,5.6,77886
Emma.,2020,6.7,70271
Enola Holmes,2020,6.6,241617
Escape from Pretoria,2020,6.8,48995
Eurovision Song Contest: The Story of Fire Saga,2020,6.5,108274
Extraction,2020,6.8,285965
Fantasy Island,2020,4.9,63254
Fatman,2020,5.9,35158
Freaky,2020,6.3,80565
Greenland,2020,6.4,156551
Gretel & Hansel,2020,5.5,38612
Greyhound,2020,7,130376
Gunjan Saxena: The Kargil Girl,2020,5.6,36183
Hamilton,2020,8.3,136289
Happiest Season,2020,6.6,52904
Hillbilly Elegy,2020,6.7,60248
His House,2020,6.4,53780
Holidate,2020,6.2,87220
Honest Thief,2020,6,62882
Host,2020,6.5,48975
Hubie Halloween,2020,5.3,67278
I Care a Lot,2020,6.4,157051
I'm Thinking of Ending Things,2020,6.5,108095
Laxmii,2020,2.6,59669
Let Him Go,2020,6.7,38311
Lost Girls,2020,6.2,27035
Love and Monsters,2020,6.9,157429
Ludo,2020,7.6,45843
Ma Rainey's Black Bottom,2020,6.9,76697
Mank,2020,6.8,103260
Minari,2020,7.4,123520
Miss Americana,2020,7.4,26487
Monster Hunter,2020,5.2,74089
Mulan,2020,5.8,166838
My Octopus Teacher,2020,8.1,70057
My Spy,2020,6.4,40920
Never Rarely Sometimes Always,2020,7.4,29462
News of the World,2020,6.8,100418
Nomadland,2020,7.3,214897
On the Rocks,2020,6.4,39339
One Night in Miami...,2020,7.1,35636
Onward,2020,7.4,184004
Over the Moon,2020,6.3,26672
Palm Springs,2020,7.4,209624
Peninsula,2020,5.5,42700
Pieces of a Woman,2020,7,59564
Possessor,2020,6.5,52799
Project Power,2020,6,102884
Promising Young Woman,2020,7.5,250304
